Review_ID,Text_Review,Cleaned_Text,Rating,Sentiment_Label,Satisfaction_Level,Visitor_Age,Visit_Type,Travel_Purpose,Visit_Season,Eco_Activity_Count,Wildlife_Sightings,Site_Type,Eco_Rating,Guide_Quality,Cleanliness_Score,Service_Quality,Eco_Education_Level,Sustainability_Score,Crowd_Level,Noise_Level,Safety_Score,Travel_Distance_km,Expense_Level,Would_Recommend,Return_Intent,GroundTruth
120,"Beautiful waterfalls, clean rivers, and well-protected wildlife zones.",beautiful waterfalls clean rivers and wellprotected wildlife zones,5,Positive,High,44,Group,Leisure,Summer,6,0,Mountain,2.7,1,1,3,5,4,4,2,4,166,High,Yes,No,Positive-High
121,"Facilities were okay, but some parts could be improved.",facilities were okay but some parts could be improved,3,Neutral,Medium,28,Family,Leisure,Summer,5,8,Forest,4.2,1,2,4,5,2,1,1,4,45,Low,Yes,Yes,Neutral-Medium
122,The forest trail was incredibly beautiful and peaceful with stunning views everywhere.,the forest trail was incredibly beautiful and peaceful with stunning views everywhere,5,Positive,High,40,Friends,Leisure,Spring,10,4,Coastal,1.3,3,5,1,3,5,2,1,1,188,Medium,Yes,No,Positive-High
123,Overall a simple and routine visit.,overall a simple and routine visit,3,Neutral,Medium,20,Group,Leisure,Summer,3,8,Lake,1.2,5,5,5,2,5,2,4,1,66,Medium,Yes,Yes,Neutral-Medium
124,The eco-camp was well maintained with organic food and responsible tourism guidelines.,the ecocamp was well maintained with organic food and responsible tourism guidelines,4,Positive,High,60,Couple,Leisure,Summer,10,7,Forest,3.2,5,1,1,5,4,2,3,1,83,Medium,No,Yes,Positive-High
125,Campsite was overcrowded and not cleaned regularly.,campsite was overcrowded and not cleaned regularly,1,Negative,Low,56,Couple,Relaxation,Monsoon,9,4,Mountain,3.0,5,3,4,4,2,3,1,4,189,High,No,No,Negative-Low
126,"Nothing memorable, but nothing terrible either.",nothing memorable but nothing terrible either,3,Neutral,Medium,21,Friends,Photography,Winter,7,0,Wildlife Sanctuary,2.8,4,4,2,4,1,4,2,3,367,Medium,Yes,Yes,Neutral-Medium
127,A very eco-friendly resort with sustainable facilities and amazing staff support.,a very ecofriendly resort with sustainable facilities and amazing staff support,5,Positive,High,60,Family,Adventure,Spring,4,5,Coastal,2.6,5,1,4,4,5,4,2,2,135,Medium,Yes,No,Positive-High
128,Good value but nothing extraordinary.,good value but nothing extraordinary,3,Neutral,Medium,43,Family,Relaxation,Monsoon,6,1,Mountain,4.9,5,5,3,1,1,3,4,3,310,Medium,Yes,Yes,Neutral-Medium
129,"A calm, refreshing experience surrounded by untouched natural beauty.",a calm refreshing experience surrounded by untouched natural beauty,4,Positive,High,42,Solo,Photography,Winter,1,1,Wildlife Sanctuary,4.9,3,3,3,1,3,1,1,3,346,High,No,Yes,Positive-High
130,The eco-camp was well maintained with organic food and responsible tourism guidelines.,the ecocamp was well maintained with organic food and responsible tourism guidelines,5,Positive,High,54,Couple,Wildlife Study,Spring,3,5,Lake,1.5,1,1,1,2,1,3,3,5,200,High,No,Yes,Positive-High
131,Poor service throughout the trip and the location was overcrowded.,poor service throughout the trip and the location was overcrowded,1,Negative,Low,53,Friends,Relaxation,Winter,4,5,Coastal,4.3,4,5,2,4,2,5,4,1,448,Low,No,Yes,Negative-Low
132,Good value but nothing extraordinary.,good value but nothing extraordinary,3,Neutral,Medium,22,Friends,Adventure,Winter,8,1,Coastal,4.4,5,5,2,4,5,4,4,4,114,High,Yes,Yes,Neutral-Medium
133,The eco-camp was well maintained with organic food and responsible tourism guidelines.,the ecocamp was well maintained with organic food and responsible tourism guidelines,4,Positive,High,44,Family,Adventure,Spring,9,1,Lake,3.7,3,4,2,3,3,3,4,4,388,Low,No,No,Positive-High
134,The forest trail was incredibly beautiful and peaceful with stunning views everywhere.,the forest trail was incredibly beautiful and peaceful with stunning views everywhere,4,Positive,High,21,Solo,Wildlife Study,Winter,4,1,Wildlife Sanctuary,3.4,2,3,5,3,4,4,1,3,368,Medium,No,Yes,Positive-High
135,Poor service throughout the trip and the location was overcrowded.,poor service throughout the trip and the location was overcrowded,2,Negative,Low,58,Couple,Photography,Monsoon,4,2,Wildlife Sanctuary,4.5,5,2,1,5,5,4,4,2,37,Low,No,Yes,Negative-Low
136,Bad food quality and slow staff response.,bad food quality and slow staff response,2,Negative,Low,60,Family,Photography,Spring,2,5,Lake,1.2,1,2,3,3,4,1,2,3,207,High,No,No,Negative-Low
137,Overall a simple and routine visit.,overall a simple and routine visit,3,Neutral,Medium,18,Friends,Adventure,Spring,7,1,Wildlife Sanctuary,1.5,1,3,3,2,2,4,2,4,372,High,Yes,No,Neutral-Medium
138,Almost no wildlife sightings due to poor planning.,almost no wildlife sightings due to poor planning,2,Negative,Low,57,Group,Wildlife Study,Spring,6,5,Wildlife Sanctuary,3.5,4,3,5,1,3,4,2,2,73,Medium,No,No,Negative-Low
139,Campsite was overcrowded and not cleaned regularly.,campsite was overcrowded and not cleaned regularly,1,Negative,Low,32,Solo,Photography,Monsoon,9,4,Lake,1.2,3,4,4,4,5,4,4,3,166,Low,No,No,Negative-Low
140,Excellent wildlife sightings; the guides were knowledgeable and passionate about conservation.,excellent wildlife sightings the guides were knowledgeable and passionate about conservation,4,Positive,High,20,Friends,Relaxation,Spring,7,0,Lake,1.5,1,3,3,1,1,1,1,5,207,High,Yes,No,Positive-High
141,Excellent wildlife sightings; the guides were knowledgeable and passionate about conservation.,excellent wildlife sightings the guides were knowledgeable and passionate about conservation,4,Positive,High,42,Family,Relaxation,Spring,1,1,Wildlife Sanctuary,4.6,1,5,5,3,5,3,2,4,187,Low,Yes,No,Positive-High
142,The trek was breathtaking and the staff ensured full safety.,the trek was breathtaking and the staff ensured full safety,5,Positive,High,30,Group,Leisure,Spring,7,4,Lake,1.9,4,4,4,1,1,5,1,3,343,High,No,Yes,Positive-High
143,The eco-camp was well maintained with organic food and responsible tourism guidelines.,the ecocamp was well maintained with organic food and responsible tourism guidelines,5,Positive,High,27,Family,Leisure,Summer,6,0,Mountain,4.1,1,3,1,2,1,3,1,3,368,Medium,No,Yes,Positive-High
144,Service was acceptable but nothing exceptional.,service was acceptable but nothing exceptional,3,Neutral,Medium,40,Solo,Relaxation,Spring,10,7,Forest,4.0,3,5,5,3,2,1,5,5,330,Medium,Yes,No,Neutral-Medium
145,Eco-friendly claims were false and misleading.,ecofriendly claims were false and misleading,1,Negative,Low,53,Couple,Photography,Monsoon,6,1,Lake,3.6,2,5,3,5,1,2,3,4,31,Low,Yes,No,Negative-Low
146,"Beautiful waterfalls, clean rivers, and well-protected wildlife zones.",beautiful waterfalls clean rivers and wellprotected wildlife zones,4,Positive,High,20,Friends,Relaxation,Monsoon,7,5,Mountain,4.1,3,5,1,1,4,1,1,5,394,Low,No,Yes,Positive-High
147,Loved the solar-powered cottages and eco-friendly activities offered on site.,loved the solarpowered cottages and ecofriendly activities offered on site,4,Positive,High,19,Friends,Wildlife Study,Monsoon,7,3,Mountain,3.3,2,1,3,3,5,1,5,5,40,Medium,Yes,No,Positive-High
148,"A calm, refreshing experience surrounded by untouched natural beauty.",a calm refreshing experience surrounded by untouched natural beauty,5,Positive,High,57,Couple,Wildlife Study,Monsoon,2,0,Wildlife Sanctuary,1.9,4,3,3,5,2,2,3,2,226,Low,Yes,Yes,Positive-High
149,The nature guide explained everything clearly and made the tour more enjoyable.,the nature guide explained everything clearly and made the tour more enjoyable,5,Positive,High,37,Solo,Wildlife Study,Summer,1,4,Lake,2.1,3,3,4,4,2,3,5,5,445,Low,No,Yes,Positive-High
150,Cleanliness was average throughout the site.,cleanliness was average throughout the site,3,Neutral,Medium,57,Friends,Photography,Monsoon,7,0,Mountain,4.1,2,2,5,1,3,4,3,5,384,Medium,No,Yes,Neutral-Medium
151,The trek was breathtaking and the staff ensured full safety.,the trek was breathtaking and the staff ensured full safety,4,Positive,High,39,Group,Relaxation,Summer,6,4,Wildlife Sanctuary,3.6,1,2,5,5,1,5,1,2,321,High,Yes,No,Positive-High
152,Overall a simple and routine visit.,overall a simple and routine visit,3,Neutral,Medium,51,Family,Photography,Summer,9,2,Lake,1.2,1,3,1,3,5,2,3,4,342,Low,Yes,Yes,Neutral-Medium
153,Good value but nothing extraordinary.,good value but nothing extraordinary,3,Neutral,Medium,45,Couple,Relaxation,Winter,9,0,Lake,1.1,5,4,4,1,3,2,1,2,249,High,No,Yes,Neutral-Medium
154,The biodiversity walk was educational and offered close-up experiences with rare species.,the biodiversity walk was educational and offered closeup experiences with rare species,4,Positive,High,49,Family,Relaxation,Winter,2,2,Lake,4.7,3,5,3,5,4,1,2,5,196,High,Yes,No,Positive-High
155,Almost no wildlife sightings due to poor planning.,almost no wildlife sightings due to poor planning,1,Negative,Low,58,Family,Photography,Spring,6,5,Lake,3.9,4,2,5,1,3,5,1,1,457,High,Yes,Yes,Negative-Low
156,The forest trail was incredibly beautiful and peaceful with stunning views everywhere.,the forest trail was incredibly beautiful and peaceful with stunning views everywhere,4,Positive,High,47,Group,Wildlife Study,Monsoon,4,8,Coastal,2.5,2,4,5,3,3,3,2,2,414,High,Yes,Yes,Positive-High
157,Bad food quality and slow staff response.,bad food quality and slow staff response,2,Negative,Low,24,Solo,Adventure,Summer,5,1,Coastal,2.8,5,3,2,1,3,2,4,4,14,Medium,Yes,Yes,Negative-Low
158,Guides were unorganized and did not follow safety guidelines.,guides were unorganized and did not follow safety guidelines,2,Negative,Low,53,Friends,Photography,Summer,4,4,Forest,2.1,2,5,1,2,2,3,4,5,245,Medium,Yes,No,Negative-Low
159,Guides were unorganized and did not follow safety guidelines.,guides were unorganized and did not follow safety guidelines,2,Negative,Low,52,Group,Relaxation,Winter,3,3,Forest,4.9,2,4,4,3,3,1,2,5,117,Low,Yes,No,Negative-Low
160,The place was dirty with plastic waste everywhere.,the place was dirty with plastic waste everywhere,1,Negative,Low,44,Group,Wildlife Study,Summer,2,0,Coastal,2.4,1,4,1,3,5,3,3,5,110,Medium,Yes,Yes,Negative-Low
161,The resort was decent but lacked environmental awareness programs.,the resort was decent but lacked environmental awareness programs,3,Neutral,Medium,23,Family,Leisure,Monsoon,3,4,Coastal,3.8,1,1,2,5,2,1,3,5,158,High,No,Yes,Neutral-Medium
162,"We enjoyed the peaceful environment, fresh air, and beautiful birdwatching spots.",we enjoyed the peaceful environment fresh air and beautiful birdwatching spots,4,Positive,High,29,Couple,Photography,Summer,10,0,Coastal,3.4,3,3,3,4,4,4,2,3,128,Low,Yes,Yes,Positive-High
163,Almost no wildlife sightings due to poor planning.,almost no wildlife sightings due to poor planning,2,Negative,Low,25,Friends,Wildlife Study,Summer,6,5,Lake,1.8,1,5,1,3,5,2,1,3,321,High,Yes,No,Negative-Low
164,"The experience was average overall, not too good and not too bad.",the experience was average overall not too good and not too bad,3,Neutral,Medium,61,Couple,Relaxation,Spring,1,8,Forest,2.4,3,5,3,4,2,2,1,1,128,Medium,No,No,Neutral-Medium
165,The resort was decent but lacked environmental awareness programs.,the resort was decent but lacked environmental awareness programs,3,Neutral,Medium,55,Friends,Photography,Spring,5,3,Mountain,4.2,4,3,2,5,2,3,4,3,39,Medium,Yes,Yes,Neutral-Medium
166,Good experience but it did not fully meet expectations.,good experience but it did not fully meet expectations,3,Neutral,Medium,20,Couple,Adventure,Summer,10,1,Mountain,2.3,1,5,5,4,4,2,2,3,279,High,No,Yes,Neutral-Medium
167,"Nothing memorable, but nothing terrible either.",nothing memorable but nothing terrible either,3,Neutral,Medium,22,Couple,Photography,Summer,3,4,Coastal,2.0,2,2,2,1,4,4,1,4,121,Low,Yes,Yes,Neutral-Medium
168,Campsite was overcrowded and not cleaned regularly.,campsite was overcrowded and not cleaned regularly,2,Negative,Low,57,Family,Photography,Winter,1,1,Forest,4.4,3,3,5,4,2,3,5,5,372,Medium,No,Yes,Negative-Low
169,Transport delays and chaotic scheduling.,transport delays and chaotic scheduling,1,Negative,Low,50,Friends,Adventure,Winter,6,2,Mountain,2.2,5,3,1,4,4,4,3,1,489,High,Yes,No,Negative-Low
170,The biodiversity walk was educational and offered close-up experiences with rare species.,the biodiversity walk was educational and offered closeup experiences with rare species,4,Positive,High,26,Family,Wildlife Study,Spring,7,3,Lake,4.3,4,2,4,2,3,4,4,3,176,High,Yes,Yes,Positive-High
171,"Beautiful waterfalls, clean rivers, and well-protected wildlife zones.",beautiful waterfalls clean rivers and wellprotected wildlife zones,4,Positive,High,59,Family,Wildlife Study,Monsoon,9,8,Wildlife Sanctuary,4.9,5,1,2,3,2,4,2,2,470,Medium,Yes,Yes,Positive-High
172,Activities were minimal and suitable for short trips.,activities were minimal and suitable for short trips,3,Neutral,Medium,34,Solo,Wildlife Study,Monsoon,6,6,Lake,5.0,4,2,2,2,4,1,1,2,293,Medium,No,No,Neutral-Medium
173,"Facilities were okay, but some parts could be improved.",facilities were okay but some parts could be improved,3,Neutral,Medium,65,Couple,Leisure,Summer,10,4,Mountain,4.6,3,5,2,3,1,2,1,3,498,Medium,No,Yes,Neutral-Medium
174,"Nothing memorable, but nothing terrible either.",nothing memorable but nothing terrible either,3,Neutral,Medium,55,Group,Wildlife Study,Summer,8,4,Lake,1.9,3,5,5,4,5,1,3,3,14,High,Yes,Yes,Neutral-Medium
175,Scenery was pleasant but transport arrangements were weak.,scenery was pleasant but transport arrangements were weak,3,Neutral,Medium,39,Family,Adventure,Winter,5,8,Wildlife Sanctuary,3.9,2,3,5,3,1,1,3,1,483,High,Yes,No,Neutral-Medium
176,Limited activities and nothing worth recommending.,limited activities and nothing worth recommending,1,Negative,Low,29,Solo,Photography,Winter,6,4,Lake,2.2,5,5,5,2,3,2,1,4,238,Medium,No,No,Negative-Low
177,Transport delays and chaotic scheduling.,transport delays and chaotic scheduling,1,Negative,Low,35,Couple,Adventure,Spring,6,8,Forest,2.9,3,3,3,3,2,5,2,5,364,High,No,Yes,Negative-Low
178,Almost no wildlife sightings due to poor planning.,almost no wildlife sightings due to poor planning,1,Negative,Low,47,Solo,Wildlife Study,Summer,4,8,Wildlife Sanctuary,1.5,4,2,2,5,5,1,5,1,456,Low,No,No,Negative-Low
179,"A calm, refreshing experience surrounded by untouched natural beauty.",a calm refreshing experience surrounded by untouched natural beauty,5,Positive,High,26,Group,Photography,Monsoon,4,6,Coastal,1.6,4,2,2,3,3,4,1,2,450,High,Yes,No,Positive-High
180,The nature guide explained everything clearly and made the tour more enjoyable.,the nature guide explained everything clearly and made the tour more enjoyable,5,Positive,High,37,Couple,Photography,Summer,5,2,Lake,1.7,1,1,4,4,4,5,5,2,275,High,No,No,Positive-High
181,Good experience but it did not fully meet expectations.,good experience but it did not fully meet expectations,3,Neutral,Medium,55,Couple,Relaxation,Spring,2,7,Forest,2.9,4,3,1,1,2,5,1,2,16,Medium,Yes,No,Neutral-Medium
182,"The experience was average overall, not too good and not too bad.",the experience was average overall not too good and not too bad,3,Neutral,Medium,18,Friends,Adventure,Monsoon,9,3,Forest,3.7,5,2,1,3,5,5,3,2,92,Medium,Yes,No,Neutral-Medium
183,Good value but nothing extraordinary.,good value but nothing extraordinary,3,Neutral,Medium,34,Family,Relaxation,Monsoon,3,8,Mountain,1.6,4,2,2,5,3,1,1,3,181,High,No,Yes,Neutral-Medium
184,Bad food quality and slow staff response.,bad food quality and slow staff response,2,Negative,Low,42,Family,Photography,Winter,5,3,Mountain,2.8,3,2,2,3,3,2,1,3,113,Low,No,No,Negative-Low
185,Almost no wildlife sightings due to poor planning.,almost no wildlife sightings due to poor planning,2,Negative,Low,46,Family,Photography,Monsoon,1,7,Forest,1.8,5,1,5,1,4,4,4,5,136,Low,No,No,Negative-Low
186,The trip felt overpriced and disappointing.,the trip felt overpriced and disappointing,1,Negative,Low,61,Couple,Adventure,Winter,7,5,Coastal,2.2,3,3,1,1,2,3,4,2,365,Medium,Yes,Yes,Negative-Low
187,"Rooms were unclean, noisy, and poorly maintained.",rooms were unclean noisy and poorly maintained,2,Negative,Low,39,Group,Wildlife Study,Winter,9,0,Coastal,4.9,4,4,2,1,5,4,4,4,90,High,Yes,No,Negative-Low
188,Poor service throughout the trip and the location was overcrowded.,poor service throughout the trip and the location was overcrowded,1,Negative,Low,57,Family,Leisure,Winter,1,6,Wildlife Sanctuary,3.1,5,4,5,5,5,5,4,5,490,High,No,No,Negative-Low
189,Guides were unorganized and did not follow safety guidelines.,guides were unorganized and did not follow safety guidelines,2,Negative,Low,20,Group,Wildlife Study,Summer,9,1,Wildlife Sanctuary,2.8,4,1,5,4,1,1,2,2,440,High,No,No,Negative-Low
190,The forest trail was incredibly beautiful and peaceful with stunning views everywhere.,the forest trail was incredibly beautiful and peaceful with stunning views everywhere,4,Positive,High,26,Solo,Photography,Summer,6,6,Lake,2.1,4,5,3,4,5,1,3,5,431,Medium,Yes,Yes,Positive-High
191,Almost no wildlife sightings due to poor planning.,almost no wildlife sightings due to poor planning,1,Negative,Low,56,Solo,Wildlife Study,Winter,9,1,Mountain,3.7,4,5,4,1,4,1,3,4,332,Low,No,No,Negative-Low
192,Overall a simple and routine visit.,overall a simple and routine visit,3,Neutral,Medium,48,Family,Relaxation,Spring,3,3,Forest,3.0,5,4,5,4,4,2,1,4,480,High,Yes,Yes,Neutral-Medium
193,"A calm, refreshing experience surrounded by untouched natural beauty.",a calm refreshing experience surrounded by untouched natural beauty,5,Positive,High,64,Group,Relaxation,Winter,3,6,Mountain,1.2,4,1,1,1,4,2,5,1,450,Medium,Yes,No,Positive-High
194,Overall a simple and routine visit.,overall a simple and routine visit,3,Neutral,Medium,43,Group,Relaxation,Monsoon,7,7,Mountain,2.8,1,5,5,4,2,4,2,4,97,Medium,No,No,Neutral-Medium
